customer_id,age,gender,country,join_date,membership_type,devices_owned,profile_count,is_active,avg_watch_minutes,avg_sessions,binge_days,active_days,late_ratio,payment_count,avg_amount_due,avg_amount_paid,ticket_count,avg_resolution,unresolved_count,churn
CUST_003003,58,Female,US,2022-11-28,Premium,1,4,1,147.9120879120879,1.9230769230769231,38,91,0.0,12,19.99,19.99,1.0,6.01,0.0,0
CUST_003004,64,Other,US,2024-10-16,Basic,1,1,1,72.42857142857143,2.142857142857143,0,77,0.3333333333333333,3,9.99,6.66,0.0,0.0,0.0,1
CUST_003005,35,Female,UK,2022-01-17,Basic,2,1,1,75.32967032967034,2.10989010989011,1,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003006,38,Female,US,2024-05-03,Standard,1,2,1,125.2967032967033,2.131868131868132,22,91,0.0,8,15.49,15.49,0.0,0.0,0.0,1
CUST_003007,30,Other,US,2022-01-09,Standard,2,1,1,129.71428571428572,2.2527472527472527,25,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003008,38,Male,US,2022-06-29,Premium,3,4,1,116.48351648351648,2.021978021978022,16,91,0.0,12,19.99,19.99,1.0,33.42,0.0,0
CUST_003009,25,Female,DE,2022-01-03,Basic,2,3,1,17.813186813186814,2.1868131868131866,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,0
CUST_003010,63,Female,US,2023-11-25,Basic,3,2,1,44.67032967032967,2.032967032967033,0,91,0.0833333333333333,12,9.99,9.1575,1.0,14.53,1.0,1
CUST_003011,57,Female,CA,2022-06-16,Basic,4,3,1,92.02197802197804,2.0549450549450547,6,91,0.0,12,9.99,9.99,1.0,23.28,0.0,0
CUST_003012,63,Male,BR,2022-01-27,Standard,2,1,1,94.51648351648352,2.1868131868131866,6,91,0.0,12,15.49,15.49,1.0,21.46,0.0,1
CUST_003013,24,Female,AU,2022-04-28,Basic,4,4,1,32.07692307692308,2.120879120879121,0,91,0.0833333333333333,12,9.99,9.1575,2.0,16.775,0.0,1
CUST_003014,40,Female,AU,2024-01-09,Standard,3,2,1,51.08791208791209,2.2967032967032965,0,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,1
CUST_003015,61,Female,CA,2022-12-18,Basic,1,1,1,55.79120879120879,1.956043956043956,0,91,0.0833333333333333,12,9.99,9.1575,1.0,23.56,0.0,0
CUST_003016,49,Female,AU,2022-07-14,Basic,4,1,1,8.384615384615385,2.175824175824176,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,0
CUST_003017,28,Female,US,2023-10-15,Standard,2,3,1,108.3846153846154,2.241758241758242,13,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003018,39,Other,BR,2022-11-13,Premium,2,1,1,27.824175824175825,1.978021978021978,0,91,0.0,12,19.99,19.99,1.0,43.82,0.0,1
CUST_003019,39,Male,IN,2024-01-25,Premium,4,3,1,141.56043956043956,2.3736263736263736,31,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_003020,60,Male,US,2024-11-05,Premium,4,1,1,105.2280701754386,2.210526315789474,2,57,0.0,2,19.99,19.99,0.0,0.0,0.0,0
CUST_003021,42,Male,UK,2022-01-14,Standard,4,3,1,102.54945054945055,2.318681318681319,8,91,0.1666666666666666,12,15.49,15.49,1.0,31.14,0.0,1
CUST_003022,39,Male,US,2023-01-02,Basic,2,3,1,62.7032967032967,2.2527472527472527,1,91,0.0,12,9.99,9.99,1.0,11.32,0.0,1
CUST_003023,45,Female,DE,2022-08-16,Basic,4,4,1,72.07692307692308,2.175824175824176,0,91,0.0833333333333333,12,9.99,9.99,1.0,8.23,0.0,1
CUST_003024,46,Female,CA,2024-09-29,Standard,4,2,1,120.72527472527472,2.3076923076923075,17,91,0.0,4,15.49,15.49,0.0,0.0,0.0,0
CUST_003025,30,Female,IN,2024-01-06,Basic,3,2,1,22.142857142857142,2.120879120879121,0,91,0.0833333333333333,12,9.99,9.99,1.0,27.81,0.0,1
CUST_003026,35,Male,US,2023-07-12,Basic,4,4,1,42.604395604395606,2.043956043956044,0,91,0.1666666666666666,12,9.99,9.1575,1.0,5.64,0.0,1
CUST_003027,19,Male,US,2024-05-16,Basic,4,1,1,95.5934065934066,2.1648351648351647,4,91,0.0,8,9.99,9.99,1.0,7.88,0.0,1
CUST_003028,46,Female,AU,2023-10-22,Standard,2,1,1,92.41758241758242,2.065934065934066,4,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003029,38,Female,BR,2023-10-18,Basic,2,2,1,47.417582417582416,2.0549450549450547,0,91,0.1666666666666666,12,9.99,8.325000000000001,2.0,9.18,0.0,1
CUST_003030,32,Male,AU,2022-06-21,Basic,1,3,1,67.62637362637362,2.241758241758242,0,91,0.0,12,9.99,9.99,1.0,7.29,0.0,1
CUST_003031,69,Female,US,2022-11-14,Standard,2,3,1,69.46153846153847,1.945054945054945,0,91,0.0,12,15.49,15.49,1.0,9.78,0.0,1
CUST_003032,44,Female,US,2023-09-08,Basic,2,2,1,63.07692307692308,2.076923076923077,0,91,0.0,12,9.99,9.99,1.0,11.33,0.0,1
CUST_003033,67,Male,UK,2023-05-04,Standard,2,2,1,99.87912087912088,1.934065934065934,9,91,0.0,12,15.49,15.49,1.0,28.79,0.0,0
CUST_003034,48,Female,UK,2023-10-13,Standard,2,4,1,76.64835164835165,2.120879120879121,1,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003035,32,Male,US,2023-11-15,Basic,4,1,1,81.84615384615384,2.076923076923077,1,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003036,68,Female,BR,2022-05-04,Standard,1,3,1,67.51648351648352,1.945054945054945,0,91,0.1666666666666666,12,15.49,14.844166666666666,0.0,0.0,0.0,0
CUST_003037,40,Female,CA,2023-12-07,Basic,2,4,1,56.69230769230769,2.3626373626373627,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003038,41,Male,US,2023-04-04,Standard,4,2,1,120.25274725274726,2.131868131868132,13,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003039,61,Female,US,2023-11-08,Standard,2,4,1,136.03296703296704,2.3956043956043955,27,91,0.1666666666666666,12,15.49,12.908333333333331,0.0,0.0,0.0,0
CUST_003040,30,Male,IN,2023-10-08,Premium,1,4,1,76.25274725274726,2.208791208791209,0,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_003041,39,Female,BR,2022-06-27,Standard,3,3,1,76.51648351648352,1.9230769230769231,3,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003042,60,Male,UK,2023-06-20,Basic,3,4,1,43.06593406593407,2.241758241758242,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,0
CUST_003043,54,Male,UK,2024-05-07,Standard,1,3,1,109.74725274725274,2.0549450549450547,11,91,0.0,8,15.49,15.49,0.0,0.0,0.0,1
CUST_003044,50,Male,US,2022-11-24,Basic,4,2,1,82.07692307692308,2.175824175824176,1,91,0.0833333333333333,12,9.99,9.99,2.0,13.19,0.0,0
CUST_003045,20,Female,AU,2023-08-24,Standard,4,3,1,70.9010989010989,2.274725274725274,0,91,0.0,12,15.49,15.49,1.0,16.94,0.0,1
CUST_003046,36,Female,AU,2023-11-01,Basic,1,1,1,80.65934065934066,2.0,1,91,0.1666666666666666,12,9.99,9.574166666666668,0.0,0.0,0.0,1
CUST_003047,40,Male,IN,2024-02-11,Standard,3,2,1,84.13186813186813,2.076923076923077,0,91,0.0,11,15.490000000000002,15.490000000000002,0.0,0.0,0.0,0
CUST_003048,46,Female,US,2024-04-02,Basic,2,3,1,46.06593406593407,2.087912087912088,0,91,0.0,9,9.99,9.99,1.0,27.79,0.0,0
CUST_003049,47,Female,UK,2022-10-16,Standard,3,2,1,85.81318681318682,2.175824175824176,1,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003050,56,Female,IN,2022-08-25,Standard,2,4,1,68.38461538461539,1.967032967032967,1,91,0.0,12,15.49,15.49,1.0,8.27,0.0,1
CUST_003051,61,Female,AU,2023-03-14,Basic,1,2,1,42.0989010989011,2.263736263736264,0,91,0.1666666666666666,12,9.99,8.325000000000001,0.0,0.0,0.0,1
CUST_003052,64,Female,AU,2023-03-21,Premium,1,3,1,77.78021978021978,2.197802197802198,0,91,0.0,12,19.99,19.99,1.0,3.61,0.0,1
CUST_003053,42,Female,DE,2023-12-17,Standard,1,4,1,57.59340659340659,2.175824175824176,0,91,0.0833333333333333,12,15.49,14.199166666666668,1.0,7.79,0.0,0
CUST_003054,54,Male,US,2022-04-24,Basic,3,1,1,38.73626373626374,2.120879120879121,0,91,0.0833333333333333,12,9.99,9.99,1.0,20.17,0.0,1
CUST_003055,64,Male,AU,2022-07-08,Basic,1,2,1,60.67032967032967,2.087912087912088,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003056,25,Male,IN,2024-05-25,Standard,3,3,1,107.50549450549453,2.1648351648351647,4,91,0.0,8,15.49,15.49,0.0,0.0,0.0,0
CUST_003057,59,Male,DE,2022-10-03,Basic,4,2,1,83.82417582417582,2.230769230769231,3,91,0.1666666666666666,12,9.99,8.741666666666667,1.0,8.62,0.0,1
CUST_003058,33,Female,CA,2024-07-29,Premium,2,2,1,70.0989010989011,1.9230769230769231,0,91,0.3333333333333333,6,19.99,19.99,1.0,6.48,0.0,1
CUST_003059,25,Male,US,2024-06-03,Basic,2,3,1,74.4065934065934,2.263736263736264,0,91,0.1428571428571428,7,9.99,9.277142857142858,2.0,27.82,0.0,1
CUST_003060,18,Male,UK,2024-02-25,Basic,2,1,1,86.81318681318682,2.076923076923077,5,91,0.0909090909090909,11,9.99,9.081818181818182,2.0,15.785,0.0,1
CUST_003061,61,Female,US,2023-12-11,Premium,1,3,1,115.6153846153846,2.4285714285714284,14,91,0.0833333333333333,12,19.99,19.156666666666663,1.0,9.48,0.0,0
CUST_003062,22,Male,CA,2024-07-02,Premium,2,2,1,113.28571428571428,2.010989010989011,14,91,0.1666666666666666,6,19.99,18.32333333333333,0.0,0.0,0.0,1
CUST_003063,20,Male,DE,2024-10-07,Basic,1,1,1,28.87209302325581,2.186046511627907,0,86,0.3333333333333333,3,9.99,6.66,0.0,0.0,0.0,0
CUST_003064,18,Male,US,2024-08-17,Standard,3,1,1,48.07692307692308,2.0549450549450547,0,91,0.0,5,15.49,15.49,0.0,0.0,0.0,1
CUST_003065,21,Female,US,2023-08-07,Basic,1,1,1,66.6923076923077,2.043956043956044,0,91,0.0833333333333333,12,9.99,9.1575,2.0,40.335,0.0,1
CUST_003066,57,Male,US,2024-01-25,Standard,2,1,1,101.4065934065934,2.208791208791209,7,91,0.0,12,15.49,15.49,1.0,3.83,0.0,0
CUST_003067,52,Male,CA,2023-04-25,Premium,1,2,1,71.76923076923077,2.098901098901099,2,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_003068,49,Female,AU,2022-01-17,Basic,1,3,1,52.285714285714285,1.8461538461538465,0,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003069,59,Female,US,2022-02-16,Basic,3,3,1,30.065934065934066,2.065934065934066,0,91,0.0833333333333333,12,9.99,9.1575,1.0,10.83,0.0,1
CUST_003070,51,Female,US,2022-01-30,Basic,1,4,1,58.86813186813187,2.131868131868132,0,91,0.0833333333333333,12,9.99,9.1575,1.0,9.67,0.0,1
CUST_003071,60,Female,AU,2023-01-27,Basic,2,4,1,84.56043956043956,2.4615384615384617,2,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_003072,42,Male,DE,2024-11-29,Basic,1,4,1,61.36363636363637,2.090909090909091,0,33,1.0,2,9.99,7.495,0.0,0.0,0.0,1
CUST_003073,27,Male,US,2024-07-04,Premium,4,1,1,131.16483516483515,2.021978021978022,29,91,0.0,6,19.99,19.99,2.0,4.98,0.0,1
CUST_003074,38,Male,BR,2022-10-11,Basic,1,1,1,69.35164835164835,2.120879120879121,0,91,0.1666666666666666,12,9.99,9.1575,1.0,27.42,0.0,1
CUST_003075,63,Male,IN,2022-02-28,Standard,4,3,1,108.5934065934066,2.032967032967033,11,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003076,56,Male,BR,2024-08-15,Standard,2,1,1,66.92307692307692,2.241758241758242,0,91,0.0,5,15.49,15.49,1.0,9.41,0.0,0
CUST_003077,44,Male,UK,2024-10-04,Standard,4,3,1,107.5505617977528,2.134831460674157,8,89,0.0,3,15.49,15.49,1.0,2.71,0.0,0
CUST_003078,44,Female,AU,2024-11-13,Standard,4,4,1,80.89795918367346,2.0408163265306123,0,49,0.0,2,15.49,15.49,0.0,0.0,0.0,1
CUST_003079,19,Female,US,2024-01-21,Basic,4,3,1,89.20879120879121,2.2967032967032965,3,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003080,58,Male,US,2022-11-15,Standard,4,1,1,85.35164835164835,1.956043956043956,1,91,0.0833333333333333,12,15.49,14.199166666666668,1.0,25.22,0.0,1
CUST_003081,65,Female,CA,2023-12-22,Basic,4,3,1,82.3956043956044,2.2527472527472527,1,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003082,30,Male,CA,2022-12-28,Standard,1,3,1,103.41758241758242,2.1868131868131866,11,91,0.0833333333333333,12,15.49,14.199166666666668,0.0,0.0,0.0,0
CUST_003083,26,Male,AU,2024-02-01,Basic,3,3,1,106.8021978021978,2.120879120879121,10,91,0.0909090909090909,11,9.99,9.536363636363635,0.0,0.0,0.0,0
CUST_003084,69,Female,IN,2022-01-07,Standard,4,1,1,146.34065934065933,2.1648351648351647,39,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003085,53,Male,US,2022-03-29,Standard,2,2,1,28.164835164835164,2.2527472527472527,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003086,39,Male,CA,2024-07-31,Standard,2,4,1,123.97802197802196,1.934065934065934,27,91,0.1666666666666666,6,15.49,15.49,1.0,10.27,0.0,0
CUST_003087,59,Male,CA,2023-03-31,Basic,1,2,1,27.571428571428573,1.8461538461538465,0,91,0.0833333333333333,12,9.99,9.99,1.0,7.32,0.0,1
CUST_003088,43,Other,AU,2023-06-26,Basic,3,2,1,61.527472527472526,2.208791208791209,0,91,0.1666666666666666,12,9.99,9.574166666666668,0.0,0.0,0.0,1
CUST_003089,29,Female,IN,2024-09-07,Premium,3,2,1,76.58241758241758,1.912087912087912,4,91,0.0,4,19.99,19.99,0.0,0.0,0.0,1
CUST_003090,34,Male,IN,2023-01-04,Basic,4,2,1,74.65934065934066,2.2527472527472527,0,91,0.0833333333333333,12,9.99,9.1575,2.0,17.575,0.0,1
CUST_003091,31,Female,BR,2024-10-27,Basic,2,1,1,25.83333333333333,2.333333333333333,0,66,0.0,3,9.99,9.99,2.0,13.22,0.0,1
CUST_003092,31,Female,BR,2023-11-10,Standard,2,1,1,64.28571428571429,2.087912087912088,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003093,51,Female,IN,2023-01-21,Premium,1,2,1,109.43956043956044,2.120879120879121,17,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_003094,37,Female,US,2023-11-14,Basic,4,2,1,78.0,2.340659340659341,0,91,0.0,12,9.99,9.99,1.0,19.76,1.0,1
CUST_003095,28,Male,DE,2023-01-31,Standard,2,3,1,73.89010989010988,2.197802197802198,0,91,0.0,12,15.49,15.49,2.0,8.44,0.0,1
CUST_003096,33,Male,BR,2023-06-24,Standard,4,3,1,128.15384615384616,2.175824175824176,21,91,0.0,12,15.49,15.49,2.0,11.745,0.0,0
CUST_003097,68,Female,BR,2023-09-12,Basic,3,4,1,30.065934065934066,2.3626373626373627,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003098,48,Female,AU,2023-08-11,Standard,4,4,1,129.67032967032966,2.274725274725274,21,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003099,23,Female,DE,2023-12-11,Premium,4,4,1,191.6153846153846,2.21978021978022,52,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_003100,36,Female,DE,2023-07-30,Premium,1,3,1,72.7032967032967,1.956043956043956,1,91,0.0,12,19.99,19.99,1.0,5.57,0.0,1
CUST_003101,54,Other,AU,2024-05-08,Basic,1,2,1,41.582417582417584,2.3076923076923075,0,91,0.0,8,9.99,9.99,0.0,0.0,0.0,1
CUST_003102,21,Female,US,2024-06-03,Standard,3,2,1,38.43956043956044,2.076923076923077,0,91,0.1428571428571428,7,15.49,13.277142857142858,0.0,0.0,0.0,1
CUST_003103,64,Female,UK,2024-06-23,Standard,3,4,1,80.83516483516483,2.0,1,91,0.0,7,15.49,15.49,1.0,11.5,0.0,1
CUST_003104,21,Female,IN,2023-05-18,Basic,4,4,1,78.62637362637362,1.8571428571428568,2,91,0.0833333333333333,12,9.99,9.574166666666668,1.0,9.17,0.0,0
CUST_003105,37,Other,US,2024-07-25,Standard,2,1,1,61.362637362637365,2.142857142857143,0,91,0.0,6,15.49,15.49,1.0,14.4,0.0,1
CUST_003106,27,Male,DE,2022-02-19,Basic,4,4,1,46.34065934065934,2.1648351648351647,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_003107,41,Male,BR,2022-08-13,Basic,3,3,1,64.1978021978022,1.978021978021978,0,91,0.0833333333333333,12,9.99,9.574166666666668,0.0,0.0,0.0,0
CUST_003108,52,Female,BR,2022-03-23,Basic,1,3,1,45.82417582417583,2.1538461538461537,0,91,0.0,12,9.99,9.99,1.0,20.7,0.0,0
CUST_003109,43,Female,AU,2022-07-01,Basic,1,4,1,20.087912087912088,2.021978021978022,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_003110,54,Female,US,2023-06-06,Standard,3,4,1,91.24175824175823,2.340659340659341,3,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003111,55,Female,BR,2024-06-21,Basic,4,1,1,48.527472527472526,2.0,0,91,0.0,7,9.99,9.99,1.0,5.99,0.0,1
CUST_003112,38,Male,IN,2024-07-16,Standard,2,1,1,98.62637362637362,2.241758241758242,6,91,0.0,6,15.49,15.49,0.0,0.0,0.0,0
CUST_003113,57,Male,US,2022-08-23,Basic,1,1,1,66.35164835164835,2.2527472527472527,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_003114,56,Female,US,2024-04-01,Standard,4,3,1,88.02197802197803,2.2527472527472527,3,91,0.0,9,15.49,15.49,1.0,32.32,0.0,1
CUST_003115,38,Male,DE,2024-01-17,Premium,2,1,1,62.72527472527472,2.0549450549450547,0,91,0.0833333333333333,12,19.99,18.324166666666667,0.0,0.0,0.0,1
CUST_003116,27,Male,IN,2023-06-30,Basic,3,2,1,64.96703296703296,2.032967032967033,1,91,0.1666666666666666,12,9.99,8.741666666666667,1.0,20.59,0.0,1
CUST_003117,55,Male,DE,2022-02-12,Standard,4,2,1,93.08791208791207,2.208791208791209,2,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003118,63,Male,UK,2023-01-17,Standard,2,2,1,65.65934065934066,1.9230769230769231,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003119,21,Female,US,2023-02-07,Standard,4,1,1,53.75824175824176,1.912087912087912,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003120,62,Male,US,2022-02-23,Basic,1,3,1,85.23076923076923,2.032967032967033,1,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003121,37,Female,CA,2023-10-16,Standard,3,3,1,111.57142857142856,2.1648351648351647,11,91,0.0,12,15.49,15.49,1.0,5.23,0.0,0
CUST_003122,34,Male,AU,2023-07-15,Basic,1,1,1,72.18681318681318,1.7362637362637363,1,91,0.0,12,9.99,9.99,1.0,74.97,0.0,0
CUST_003123,24,Female,US,2024-02-18,Basic,1,4,1,34.53846153846154,1.978021978021978,0,91,0.1818181818181818,11,9.99,9.536363636363635,1.0,4.4,0.0,1
CUST_003124,21,Male,AU,2022-06-08,Standard,4,4,1,91.07692307692308,1.989010989010989,2,91,0.0,12,15.49,15.49,2.0,34.205,0.0,0
CUST_003125,46,Female,AU,2024-08-19,Basic,3,1,1,93.63736263736264,1.989010989010989,3,91,0.0,5,9.99,9.99,0.0,0.0,0.0,1
CUST_003126,31,Female,AU,2022-05-18,Standard,4,3,1,69.4065934065934,2.340659340659341,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003127,20,Male,UK,2023-06-17,Standard,2,2,1,33.64835164835165,1.89010989010989,0,91,0.0833333333333333,12,15.49,14.199166666666668,0.0,0.0,0.0,0
CUST_003128,41,Female,AU,2024-06-15,Standard,3,4,1,63.31868131868132,2.1538461538461537,0,91,0.0,7,15.49,15.49,0.0,0.0,0.0,0
CUST_003129,54,Female,CA,2022-09-11,Basic,1,2,1,87.68131868131869,2.120879120879121,2,91,0.0833333333333333,12,9.99,9.1575,0.0,0.0,0.0,1
CUST_003130,33,Male,US,2024-01-05,Premium,1,3,1,110.46153846153848,2.087912087912088,14,91,0.0833333333333333,12,19.99,19.156666666666663,0.0,0.0,0.0,0
CUST_003131,69,Male,US,2023-12-16,Standard,1,4,1,114.63736263736264,2.120879120879121,17,91,0.0833333333333333,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003132,21,Other,AU,2023-06-16,Basic,4,1,1,34.010989010989015,2.043956043956044,0,91,0.0833333333333333,12,9.99,9.574166666666668,0.0,0.0,0.0,0
CUST_003133,41,Female,US,2022-10-04,Basic,4,2,1,78.95604395604396,2.065934065934066,1,91,0.0833333333333333,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003134,51,Male,UK,2023-02-25,Standard,4,2,1,68.36263736263736,2.175824175824176,0,91,0.0833333333333333,12,15.49,14.844166666666666,0.0,0.0,0.0,0
CUST_003135,47,Male,US,2024-09-23,Premium,3,2,1,152.83516483516485,2.131868131868132,40,91,0.0,4,19.99,19.99,0.0,0.0,0.0,0
CUST_003136,35,Female,US,2022-02-26,Standard,3,1,1,66.79120879120879,2.131868131868132,0,91,0.0833333333333333,12,15.49,14.844166666666666,1.0,20.55,0.0,0
CUST_003137,36,Female,US,2023-07-23,Standard,3,1,1,132.7912087912088,2.263736263736264,23,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003138,48,Female,DE,2022-03-10,Basic,3,2,1,29.802197802197803,2.197802197802198,0,91,0.1666666666666666,12,9.99,8.741666666666667,2.0,41.645,1.0,1
CUST_003139,36,Male,IN,2023-12-21,Basic,2,1,1,77.23076923076923,2.1538461538461537,0,91,0.1666666666666666,12,9.99,9.158333333333331,1.0,14.44,0.0,1
CUST_003140,66,Female,AU,2022-07-07,Basic,1,4,1,86.32967032967034,2.043956043956044,0,91,0.0,12,9.99,9.99,0.0,0.0,0.0,0
CUST_003141,63,Male,IN,2024-07-22,Standard,4,3,1,86.96703296703296,2.0549450549450547,3,91,0.0,6,15.49,15.49,2.0,18.255,0.0,0
CUST_003142,36,Male,AU,2022-08-31,Basic,4,4,1,50.12087912087912,2.120879120879121,0,91,0.0833333333333333,12,9.99,9.1575,2.0,4.125,0.0,1
CUST_003143,39,Female,UK,2022-06-29,Basic,2,1,1,72.3956043956044,2.087912087912088,0,91,0.0833333333333333,12,9.99,9.1575,1.0,40.07,0.0,0
CUST_003144,41,Other,IN,2022-01-08,Basic,1,3,1,63.57142857142857,2.2527472527472527,0,91,0.0,12,9.99,9.99,2.0,20.29,0.0,0
CUST_003145,62,Male,IN,2022-04-12,Premium,1,2,1,174.41758241758242,1.989010989010989,49,91,0.0,12,19.99,19.99,0.0,0.0,0.0,1
CUST_003146,29,Male,UK,2022-06-09,Standard,2,2,1,67.54945054945055,2.1648351648351647,0,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003147,47,Female,DE,2023-04-15,Basic,3,3,1,68.4065934065934,1.901098901098901,0,91,0.1666666666666666,12,9.99,9.574166666666668,1.0,19.37,0.0,1
CUST_003148,55,Female,IN,2022-01-05,Premium,1,4,1,133.52747252747253,1.956043956043956,27,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_003149,48,Female,DE,2024-04-19,Basic,3,2,1,8.43956043956044,2.197802197802198,0,91,0.0,9,9.99,9.99,0.0,0.0,0.0,1
CUST_003150,53,Female,BR,2023-01-16,Basic,2,2,1,59.76923076923077,2.417582417582417,0,91,0.0833333333333333,12,9.99,9.99,2.0,7.32,0.0,1
CUST_003151,36,Male,US,2024-08-03,Basic,4,2,1,76.72527472527473,1.967032967032967,0,91,0.0,5,9.99,9.99,0.0,0.0,0.0,0
CUST_003152,65,Other,IN,2023-08-29,Basic,4,1,1,69.79120879120879,1.901098901098901,1,91,0.0,12,9.99,9.99,0.0,0.0,0.0,1
CUST_003153,62,Female,US,2024-06-26,Basic,4,4,1,57.362637362637365,2.2967032967032965,0,91,0.0,7,9.99,9.99,0.0,0.0,0.0,0
CUST_003154,53,Female,IN,2024-08-30,Standard,4,1,1,108.3076923076923,2.208791208791209,13,91,0.0,5,15.49,15.49,0.0,0.0,0.0,0
CUST_003155,47,Female,IN,2024-08-12,Standard,1,3,1,116.02197802197804,2.120879120879121,16,91,0.0,5,15.49,15.49,0.0,0.0,0.0,1
CUST_003156,66,Female,AU,2023-10-12,Standard,3,3,1,88.45054945054945,2.0549450549450547,0,91,0.0833333333333333,12,15.49,15.49,0.0,0.0,0.0,0
CUST_003157,50,Male,US,2022-10-31,Standard,4,1,1,69.91208791208791,1.978021978021978,0,91,0.0,12,15.49,15.49,1.0,19.69,0.0,1
CUST_003158,35,Male,US,2024-02-12,Standard,4,2,1,113.12087912087912,2.32967032967033,17,91,0.0,11,15.490000000000002,15.490000000000002,1.0,4.1,0.0,1
CUST_003159,69,Female,US,2024-09-14,Basic,4,1,1,41.142857142857146,2.208791208791209,0,91,0.0,4,9.99,9.99,0.0,0.0,0.0,1
CUST_003160,66,Male,CA,2022-09-29,Standard,2,4,1,87.58241758241758,2.10989010989011,3,91,0.0,12,15.49,15.49,0.0,0.0,0.0,1
CUST_003161,45,Male,DE,2022-05-03,Standard,1,2,1,35.34065934065934,2.10989010989011,0,91,0.0833333333333333,12,15.49,14.199166666666668,0.0,0.0,0.0,0
CUST_003162,64,Female,DE,2023-05-26,Premium,2,3,1,114.97802197802196,2.1868131868131866,16,91,0.0,12,19.99,19.99,0.0,0.0,0.0,0
CUST_003163,28,Female,BR,2022-10-06,Basic,3,4,1,68.36263736263736,2.2527472527472527,0,91,0.1666666666666666,12,9.99,8.741666666666667,0.0,0.0,0.0,0
CUST_003164,62,Male,DE,2024-05-10,Basic,4,3,1,29.75824175824176,2.0,0,91,0.125,8,9.99,9.99,1.0,8.1,0.0,0
CUST_003165,50,Female,US,2024-06-16,Standard,1,4,1,46.12087912087912,2.043956043956044,0,91,0.0,7,15.49,15.49,0.0,0.0,0.0,1
CUST_003166,34,Female,US,2024-03-01,Standard,1,4,1,80.16483516483517,2.197802197802198,1,91,0.0,10,15.49,15.49,2.0,40.39,0.0,0
CUST_003167,23,Female,US,2023-12-21,Basic,1,4,1,92.64835164835164,2.197802197802198,5,91,0.1666666666666666,12,9.99,9.574166666666668,3.0,25.543333333333333,1.0,1
CUST_003168,21,Female,DE,2024-06-25,Standard,2,3,1,71.68131868131869,2.21978021978022,1,91,0.0,7,15.49,15.49,0.0,0.0,0.0,1
CUST_003169,37,Male,BR,2022-05-03,Basic,2,1,1,60.57142857142857,2.32967032967033,0,91,0.0833333333333333,12,9.99,9.574166666666668,0.0,0.0,0.0,1
