customer_id,age,gender,country,join_date,membership_type,devices_owned,profile_count,churn,churn_date,tenure_days,is_active
CUST_0001860,47,Female,BR,2023-06-30,Standard,4,2,1,2023-06-30,0,0
CUST_0001861,56,Female,US,2023-12-24,Standard,2,4,1,2023-12-24,0,0
CUST_0001862,48,Male,IN,2024-08-25,Basic,2,3,1,2024-08-25,0,0
CUST_0001863,35,Male,DE,2025-09-16,Standard,4,3,1,2025-09-16,0,0
CUST_0001864,53,Male,CA,2023-11-24,Premium,3,1,1,2023-11-24,0,0
CUST_0001865,19,Female,CA,2024-02-23,Basic,1,1,1,2024-02-23,0,0
CUST_0001866,31,Female,CA,2024-07-10,Standard,2,3,1,2024-07-10,0,0
CUST_0001867,30,Female,US,2024-10-17,Basic,4,2,1,2024-10-17,0,0
CUST_0001868,46,Male,DE,2022-01-27,Basic,3,1,1,2022-01-27,0,0
CUST_0001869,29,Other,DE,2025-02-09,Standard,2,1,1,2025-02-09,0,0
CUST_0001870,56,Male,AU,2025-03-06,Basic,3,2,1,2025-03-06,0,0
CUST_0001871,19,Other,IN,2022-09-19,Premium,1,4,1,2022-09-19,0,0
CUST_0001872,49,Male,BR,2023-10-09,Basic,2,1,1,2023-10-09,0,0
CUST_0001873,30,Female,US,2023-11-20,Basic,1,4,1,2023-11-20,0,0
CUST_0001874,63,Male,IN,2023-06-06,Standard,1,2,1,2023-06-06,0,0
CUST_0001875,44,Male,IN,2025-08-15,Standard,1,3,1,2025-08-15,0,0
CUST_0001876,66,Female,AU,2025-02-07,Standard,4,3,1,2025-02-07,0,0
CUST_0001877,58,Male,DE,2023-09-16,Basic,1,4,1,2023-09-16,0,0
CUST_0001878,34,Male,AU,2022-09-24,Premium,1,1,1,2022-09-24,0,0
CUST_0001879,57,Female,DE,2024-02-17,Premium,3,3,1,2024-02-17,0,0
CUST_0001880,48,Female,DE,2023-10-30,Standard,4,2,1,2023-10-30,0,0
CUST_0001881,51,Female,US,2025-05-21,Standard,4,1,1,2025-05-22,1,0
CUST_0001882,41,Male,DE,2025-08-25,Standard,4,4,1,2025-08-25,0,0
CUST_0001883,62,Female,IN,2022-02-23,Basic,4,4,1,2022-02-23,0,0
CUST_0001884,52,Female,CA,2024-02-13,Basic,1,4,1,2024-02-13,0,0
CUST_0001885,65,Male,US,2023-01-30,Basic,3,4,1,2023-01-30,0,0
CUST_0001886,23,Female,IN,2023-05-27,Premium,1,2,1,2023-05-27,0,0
CUST_0001887,36,Male,US,2024-03-11,Basic,1,3,1,2024-03-11,0,0
CUST_0001888,47,Male,UK,2022-11-21,Standard,4,4,1,2022-11-21,0,0
CUST_0001889,24,Male,IN,2022-04-06,Basic,4,3,1,2022-04-06,0,0
CUST_0001890,27,Male,AU,2022-06-23,Standard,2,3,1,2022-06-23,0,0
CUST_0001891,58,Female,DE,2022-12-10,Basic,3,4,1,2022-12-10,0,0
CUST_0001892,49,Female,UK,2022-07-24,Standard,4,1,1,2022-07-25,1,0
CUST_0001893,51,Other,CA,2022-02-24,Basic,4,4,1,2022-02-24,0,0
CUST_0001894,45,Female,US,2023-12-11,Premium,1,2,1,2023-12-13,2,0
CUST_0001895,32,Male,CA,2022-08-14,Premium,1,1,1,2022-08-14,0,0
CUST_0001896,47,Female,US,2025-08-23,Standard,1,4,1,2025-08-23,0,0
CUST_0001897,54,Female,AU,2025-07-28,Basic,4,3,1,2025-07-28,0,0
CUST_0001898,46,Male,IN,2022-10-29,Basic,3,3,1,2022-10-29,0,0
CUST_0001899,39,Female,US,2025-05-13,Premium,4,1,1,2025-05-13,0,0
CUST_0001900,21,Other,CA,2022-08-08,Basic,4,2,1,2022-08-08,0,0
CUST_0001901,37,Female,UK,2024-09-30,Basic,3,3,1,2024-09-30,0,0
CUST_0001902,49,Female,UK,2023-03-04,Standard,4,2,1,2023-03-04,0,0
CUST_0001903,53,Male,US,2022-05-21,Basic,4,3,1,2022-05-21,0,0
CUST_0001904,67,Male,AU,2023-03-31,Basic,3,1,1,2023-03-31,0,0
CUST_0001905,21,Male,US,2022-05-25,Standard,4,4,1,2022-05-25,0,0
CUST_0001906,44,Female,US,2024-08-26,Basic,2,3,1,2024-08-26,0,0
CUST_0001907,34,Female,US,2023-06-10,Basic,2,1,1,2023-06-11,1,0
CUST_0001908,29,Other,IN,2022-06-07,Standard,1,1,1,2022-06-08,1,0
CUST_0001909,39,Male,US,2022-04-15,Basic,4,4,1,2022-04-15,0,0
CUST_0001910,34,Male,US,2024-01-12,Standard,3,4,1,2024-01-12,0,0
CUST_0001911,27,Female,CA,2024-06-08,Basic,3,1,1,2024-06-08,0,0
CUST_0001912,18,Female,IN,2022-10-16,Standard,2,3,1,2022-10-16,0,0
CUST_0001913,39,Male,US,2023-09-24,Standard,1,2,1,2023-09-25,1,0
CUST_0001914,43,Female,US,2025-04-23,Standard,4,2,1,2025-04-24,1,0
CUST_0001915,35,Female,CA,2025-05-25,Basic,3,4,1,2025-05-25,0,0
CUST_0001916,67,Female,US,2024-11-20,Basic,3,3,1,2024-11-20,0,0
CUST_0001917,31,Female,UK,2022-10-06,Premium,4,1,1,2022-10-08,2,0
CUST_0001918,64,Male,US,2024-08-05,Basic,1,2,1,2024-08-05,0,0
CUST_0001919,46,Other,US,2022-08-13,Standard,2,2,1,2022-08-13,0,0
CUST_0001920,29,Female,UK,2025-04-15,Premium,4,3,1,2025-04-15,0,0
CUST_0001921,53,Male,US,2022-03-25,Standard,4,1,1,2022-03-25,0,0
CUST_0001922,52,Male,US,2022-04-02,Basic,4,4,1,2022-04-02,0,0
CUST_0001923,69,Female,CA,2022-01-08,Basic,2,2,1,2022-01-08,0,0
CUST_0001924,29,Male,AU,2024-12-13,Premium,3,3,1,2024-12-13,0,0
CUST_0001925,24,Male,BR,2025-04-01,Standard,4,4,1,2025-04-01,0,0
CUST_0001926,46,Female,DE,2023-04-24,Standard,4,3,1,2023-04-25,1,0
CUST_0001927,28,Male,DE,2022-04-18,Standard,4,1,1,2022-04-18,0,0
CUST_0001928,50,Female,AU,2025-07-18,Premium,4,3,1,2025-07-19,1,0
CUST_0001929,23,Male,BR,2022-08-25,Standard,1,4,1,2022-08-25,0,0
CUST_0001930,64,Female,IN,2025-07-08,Basic,1,1,1,2025-07-08,0,0
CUST_0001931,32,Male,CA,2024-09-08,Standard,1,2,1,2024-09-08,0,0
CUST_0001932,49,Male,US,2023-06-13,Standard,3,4,1,2023-06-14,1,0
CUST_0001933,68,Male,IN,2023-09-21,Basic,4,3,1,2023-09-21,0,0
CUST_0001934,28,Female,AU,2025-11-11,Premium,4,2,1,2025-12-02,21,0
CUST_0001935,40,Female,UK,2025-11-27,Basic,4,1,1,2025-11-28,1,0
CUST_0001936,43,Male,BR,2025-10-13,Standard,4,4,1,2025-10-15,2,0
CUST_0001937,51,Female,UK,2025-05-27,Basic,2,1,1,2025-05-27,0,0
CUST_0001938,63,Female,CA,2024-09-18,Basic,2,1,1,2024-09-18,0,0
CUST_0001939,51,Other,CA,2025-03-18,Standard,2,3,1,2025-03-18,0,0
CUST_0001940,46,Male,UK,2025-10-12,Premium,4,3,0,,83,1
CUST_0001941,21,Female,CA,2024-12-10,Standard,2,3,1,2024-12-10,0,0
CUST_0001942,34,Male,BR,2022-02-23,Basic,2,2,1,2022-02-23,0,0
CUST_0001943,52,Male,DE,2025-03-08,Standard,3,2,1,2025-03-10,2,0
CUST_0001944,30,Other,DE,2024-01-19,Basic,3,3,1,2024-01-19,0,0
CUST_0001945,58,Female,US,2025-02-10,Basic,2,2,1,2025-02-10,0,0
CUST_0001946,56,Male,DE,2023-03-03,Basic,2,4,1,2023-03-03,0,0
CUST_0001947,32,Male,US,2023-05-13,Basic,3,1,1,2023-05-13,0,0
CUST_0001948,46,Female,US,2025-08-08,Standard,2,3,1,2025-08-08,0,0
CUST_0001949,46,Female,BR,2022-12-12,Standard,4,1,1,2022-12-12,0,0
CUST_0001950,28,Male,US,2023-05-26,Basic,2,1,1,2023-05-26,0,0
CUST_0001951,69,Other,US,2023-03-17,Standard,4,1,1,2023-03-17,0,0
CUST_0001952,49,Male,CA,2024-07-10,Basic,2,4,1,2024-07-10,0,0
CUST_0001953,19,Male,BR,2023-12-23,Premium,1,4,1,2023-12-23,0,0
CUST_0001954,64,Female,US,2022-08-16,Standard,2,2,1,2022-08-17,1,0
CUST_0001955,31,Male,IN,2024-09-23,Basic,1,1,1,2024-09-23,0,0
CUST_0001956,37,Male,IN,2023-09-02,Premium,2,2,1,2023-09-03,1,0
CUST_0001957,39,Female,BR,2024-04-07,Basic,2,1,1,2024-04-07,0,0
CUST_0001958,28,Female,DE,2025-01-18,Standard,4,3,1,2025-01-18,0,0
CUST_0001959,44,Male,CA,2024-02-29,Basic,3,1,1,2024-02-29,0,0
CUST_0001960,20,Other,US,2023-01-31,Standard,3,1,1,2023-01-31,0,0
CUST_0001961,34,Female,US,2025-01-03,Standard,4,4,1,2025-01-03,0,0
CUST_0001962,61,Male,CA,2024-04-07,Basic,3,3,1,2024-04-07,0,0
CUST_0001963,45,Female,BR,2025-09-21,Basic,1,2,1,2025-09-21,0,0
CUST_0001964,46,Male,US,2025-04-02,Standard,1,3,1,2025-04-03,1,0
CUST_0001965,38,Male,US,2024-08-14,Basic,2,4,1,2024-08-14,0,0
CUST_0001966,64,Female,BR,2023-07-19,Basic,1,4,1,2023-07-19,0,0
CUST_0001967,33,Other,IN,2022-06-05,Standard,3,1,1,2022-06-05,0,0
CUST_0001968,54,Male,BR,2024-03-02,Premium,1,4,1,2024-03-03,1,0
CUST_0001969,37,Male,DE,2023-05-18,Basic,2,4,1,2023-05-18,0,0
CUST_0001970,23,Female,BR,2024-02-20,Basic,1,1,1,2024-02-20,0,0
CUST_0001971,36,Male,IN,2022-11-30,Premium,3,4,1,2022-11-30,0,0
CUST_0001972,22,Male,CA,2023-05-06,Basic,4,4,1,2023-05-06,0,0
CUST_0001973,20,Male,AU,2022-11-24,Standard,2,2,1,2022-11-24,0,0
CUST_0001974,18,Female,IN,2022-01-01,Premium,4,1,1,2022-01-01,0,0
CUST_0001975,55,Male,US,2025-10-15,Premium,1,1,1,2025-11-13,29,0
CUST_0001976,32,Male,US,2023-09-19,Basic,2,2,1,2023-09-19,0,0
CUST_0001977,51,Female,IN,2025-09-22,Basic,2,2,1,2025-09-22,0,0
CUST_0001978,52,Female,AU,2022-07-06,Basic,1,2,1,2022-07-06,0,0
CUST_0001979,66,Female,US,2022-09-26,Premium,2,2,1,2022-09-27,1,0
CUST_0001980,42,Male,US,2022-05-03,Premium,1,1,1,2022-05-03,0,0
CUST_0001981,41,Female,DE,2023-07-06,Basic,4,2,1,2023-07-06,0,0
CUST_0001982,29,Male,AU,2025-05-27,Standard,4,2,1,2025-05-28,1,0
CUST_0001983,35,Male,US,2025-04-24,Premium,3,4,1,2025-04-24,0,0
CUST_0001984,32,Female,CA,2023-08-11,Basic,3,1,1,2023-08-11,0,0
CUST_0001985,61,Male,IN,2025-05-13,Basic,1,2,1,2025-05-13,0,0
CUST_0001986,33,Male,US,2022-12-02,Basic,1,4,1,2022-12-02,0,0
CUST_0001987,44,Male,DE,2023-01-25,Standard,4,1,1,2023-01-25,0,0
CUST_0001988,25,Male,US,2022-10-31,Premium,2,2,1,2022-10-31,0,0
CUST_0001989,63,Male,US,2024-07-02,Premium,1,2,1,2024-07-02,0,0
CUST_0001990,42,Other,US,2024-04-28,Basic,2,4,1,2024-04-28,0,0
CUST_0001991,34,Male,US,2024-08-29,Basic,3,3,1,2024-08-29,0,0
CUST_0001992,46,Male,US,2022-08-14,Standard,4,1,1,2022-08-14,0,0
CUST_0001993,25,Male,US,2023-05-28,Standard,1,4,1,2023-05-28,0,0
CUST_0001994,32,Female,BR,2024-10-06,Standard,3,2,1,2024-10-06,0,0
CUST_0001995,44,Female,US,2022-01-29,Standard,1,3,1,2022-01-30,1,0
CUST_0001996,63,Male,AU,2023-08-27,Standard,3,3,1,2023-08-28,1,0
CUST_0001997,67,Female,CA,2024-08-22,Basic,4,4,1,2024-08-22,0,0
CUST_0001998,69,Male,IN,2024-09-07,Standard,1,4,1,2024-09-07,0,0
CUST_0001999,24,Male,US,2023-09-07,Premium,1,4,1,2023-09-07,0,0
CUST_0002000,20,Male,US,2024-10-03,Basic,2,1,1,2024-10-03,0,0
CUST_0002001,46,Male,IN,2024-10-09,Standard,2,3,1,2024-10-09,0,0
CUST_0002002,61,Male,IN,2025-10-09,Basic,1,1,1,2025-10-12,3,0
CUST_0002003,41,Female,BR,2023-12-26,Standard,4,3,1,2023-12-26,0,0
CUST_0002004,20,Male,BR,2023-04-17,Standard,2,1,1,2023-04-17,0,0
CUST_0002005,37,Female,IN,2023-11-20,Standard,1,4,1,2023-11-20,0,0
CUST_0002006,63,Male,CA,2022-11-11,Premium,1,2,1,2022-11-11,0,0
CUST_0002007,32,Male,DE,2024-06-27,Basic,3,4,1,2024-06-27,0,0
CUST_0002008,42,Male,IN,2023-07-11,Standard,4,1,1,2023-07-11,0,0
CUST_0002009,47,Female,AU,2024-07-30,Basic,2,4,1,2024-07-30,0,0
CUST_0002010,31,Male,DE,2022-10-06,Standard,2,3,1,2022-10-07,1,0
CUST_0002011,24,Female,US,2025-08-04,Basic,3,1,1,2025-08-04,0,0
CUST_0002012,34,Male,US,2024-04-19,Premium,1,4,1,2024-04-19,0,0
CUST_0002013,61,Male,IN,2023-01-02,Basic,2,4,1,2023-01-02,0,0
CUST_0002014,37,Male,BR,2022-11-27,Basic,1,2,1,2022-11-27,0,0
CUST_0002015,53,Male,IN,2023-02-01,Basic,2,2,1,2023-02-01,0,0
CUST_0002016,26,Male,BR,2024-02-27,Premium,2,4,1,2024-02-29,2,0
CUST_0002017,55,Male,US,2023-01-20,Basic,1,3,1,2023-01-20,0,0
CUST_0002018,65,Female,US,2023-07-12,Basic,1,3,1,2023-07-12,0,0
CUST_0002019,39,Male,US,2024-11-19,Basic,2,3,1,2024-11-19,0,0
CUST_0002020,19,Female,IN,2025-05-05,Basic,3,4,1,2025-05-05,0,0
CUST_0002021,41,Male,IN,2022-09-20,Basic,3,2,1,2022-09-20,0,0
CUST_0002022,25,Female,US,2023-02-12,Standard,3,4,1,2023-02-12,0,0
CUST_0002023,28,Female,IN,2025-01-23,Basic,3,2,1,2025-01-23,0,0
CUST_0002024,30,Male,US,2024-08-01,Standard,3,3,1,2024-08-01,0,0
CUST_0002025,34,Male,US,2024-09-16,Basic,1,2,1,2024-09-17,1,0
CUST_0002026,25,Female,BR,2024-12-02,Standard,2,4,1,2024-12-02,0,0
CUST_0002027,38,Female,CA,2024-04-26,Standard,3,4,1,2024-04-27,1,0
CUST_0002028,35,Male,IN,2024-11-25,Basic,4,4,1,2024-11-25,0,0
CUST_0002029,47,Male,DE,2025-02-26,Basic,2,2,1,2025-02-26,0,0
CUST_0002030,35,Female,DE,2024-12-03,Basic,4,3,1,2024-12-03,0,0
CUST_0002031,63,Male,US,2024-12-20,Basic,1,4,1,2024-12-20,0,0
CUST_0002032,64,Female,UK,2025-10-18,Standard,2,4,0,,77,1
CUST_0002033,48,Male,BR,2024-05-24,Standard,1,2,1,2024-05-24,0,0
CUST_0002034,55,Male,BR,2025-02-18,Standard,4,3,1,2025-02-18,0,0
CUST_0002035,49,Female,BR,2023-05-12,Basic,2,2,1,2023-05-12,0,0
CUST_0002036,28,Female,US,2022-06-07,Basic,2,1,1,2022-06-07,0,0
CUST_0002037,62,Male,US,2025-07-04,Basic,1,1,1,2025-07-04,0,0
CUST_0002038,42,Male,IN,2022-09-28,Standard,2,4,1,2022-09-28,0,0
CUST_0002039,50,Female,BR,2025-08-27,Standard,4,2,1,2025-08-27,0,0
CUST_0002040,55,Female,US,2022-11-09,Basic,1,2,1,2022-11-09,0,0
CUST_0002041,58,Male,US,2025-02-14,Standard,4,4,1,2025-02-14,0,0
CUST_0002042,25,Female,BR,2022-12-11,Basic,2,1,1,2022-12-11,0,0
CUST_0002043,28,Female,US,2025-04-16,Premium,4,3,1,2025-04-16,0,0
CUST_0002044,39,Female,US,2022-04-27,Basic,2,3,1,2022-04-27,0,0
CUST_0002045,68,Female,US,2024-10-17,Standard,4,1,1,2024-10-17,0,0
CUST_0002046,41,Male,US,2025-04-03,Basic,4,4,1,2025-04-03,0,0
CUST_0002047,58,Female,IN,2022-06-23,Premium,3,4,1,2022-06-24,1,0
CUST_0002048,34,Female,CA,2024-01-19,Basic,2,3,1,2024-01-19,0,0
CUST_0002049,29,Male,US,2022-06-04,Basic,3,3,1,2022-06-04,0,0
CUST_0002050,63,Male,US,2023-08-18,Basic,3,1,1,2023-08-18,0,0
CUST_0002051,49,Male,US,2022-11-06,Premium,1,1,1,2022-11-07,1,0
CUST_0002052,32,Female,IN,2022-08-22,Premium,1,2,1,2022-08-22,0,0
CUST_0002053,33,Male,US,2025-10-06,Basic,4,1,1,2025-10-06,0,0
CUST_0002054,39,Female,IN,2022-06-11,Standard,2,1,1,2022-06-12,1,0
CUST_0002055,45,Female,US,2023-11-22,Standard,1,3,1,2023-11-22,0,0
CUST_0002056,37,Female,US,2022-10-19,Basic,3,3,1,2022-10-19,0,0
CUST_0002057,50,Female,US,2022-05-07,Basic,2,2,1,2022-05-07,0,0
CUST_0002058,27,Other,US,2023-11-24,Premium,4,3,1,2023-11-25,1,0
CUST_0002059,57,Male,IN,2023-08-25,Standard,4,3,1,2023-08-26,1,0
CUST_0002060,49,Female,UK,2025-01-22,Basic,1,3,1,2025-01-22,0,0
CUST_0002061,67,Male,DE,2025-01-17,Basic,1,1,1,2025-01-17,0,0
CUST_0002062,50,Female,US,2023-01-23,Basic,1,3,1,2023-01-23,0,0
CUST_0002063,19,Male,US,2024-02-19,Standard,4,4,1,2024-02-19,0,0
CUST_0002064,50,Other,US,2022-09-06,Basic,3,1,1,2022-09-06,0,0
CUST_0002065,50,Female,BR,2022-06-30,Standard,1,3,1,2022-06-30,0,0
CUST_0002066,58,Female,US,2024-12-20,Basic,4,1,1,2024-12-20,0,0
CUST_0002067,30,Male,CA,2025-03-16,Basic,2,3,1,2025-03-16,0,0
CUST_0002068,47,Male,US,2023-11-27,Basic,4,2,1,2023-11-27,0,0
CUST_0002069,50,Female,US,2022-10-08,Premium,2,2,1,2022-10-08,0,0
CUST_0002070,30,Male,AU,2025-02-09,Basic,2,2,1,2025-02-09,0,0
CUST_0002071,69,Female,UK,2022-10-24,Standard,3,3,1,2022-10-24,0,0
CUST_0002072,43,Male,BR,2023-11-22,Basic,1,2,1,2023-11-22,0,0
CUST_0002073,39,Female,IN,2023-07-16,Standard,2,1,1,2023-07-16,0,0
CUST_0002074,56,Male,UK,2025-02-14,Basic,1,2,1,2025-02-14,0,0
CUST_0002075,19,Female,US,2024-11-16,Standard,4,2,1,2024-11-16,0,0
CUST_0002076,55,Female,IN,2022-11-07,Premium,1,2,1,2022-11-08,1,0
CUST_0002077,56,Male,US,2024-05-24,Basic,4,2,1,2024-05-24,0,0
CUST_0002078,43,Male,CA,2023-01-25,Basic,2,1,1,2023-01-25,0,0
CUST_0002079,63,Male,IN,2022-01-06,Standard,3,4,1,2022-01-07,1,0
CUST_0002080,67,Female,BR,2023-12-04,Basic,2,2,1,2023-12-04,0,0
CUST_0002081,32,Female,IN,2024-10-07,Standard,4,3,1,2024-10-07,0,0
CUST_0002082,51,Female,IN,2023-06-14,Basic,2,4,1,2023-06-14,0,0
CUST_0002083,59,Female,US,2022-06-08,Standard,3,2,1,2022-06-08,0,0
CUST_0002084,61,Male,US,2025-08-24,Standard,1,4,1,2025-08-24,0,0
CUST_0002085,66,Male,US,2024-08-09,Basic,4,3,1,2024-08-09,0,0
CUST_0002086,57,Male,BR,2025-05-03,Standard,1,3,1,2025-05-03,0,0
CUST_0002087,28,Male,AU,2022-08-18,Standard,3,2,1,2022-08-18,0,0
CUST_0002088,20,Other,US,2025-09-22,Basic,2,2,1,2025-09-22,0,0
CUST_0002089,23,Female,US,2023-11-23,Basic,3,3,1,2023-11-23,0,0
CUST_0002090,26,Male,UK,2022-05-13,Standard,4,1,1,2022-05-14,1,0
CUST_0002091,23,Female,DE,2024-08-06,Basic,4,4,1,2024-08-06,0,0
CUST_0002092,26,Female,IN,2022-06-08,Premium,2,1,1,2022-06-08,0,0
CUST_0002093,56,Male,US,2025-07-19,Standard,4,2,1,2025-07-19,0,0
CUST_0002094,48,Male,AU,2023-06-17,Basic,3,1,1,2023-06-17,0,0
CUST_0002095,49,Male,DE,2023-11-12,Premium,4,1,1,2023-11-12,0,0
CUST_0002096,58,Female,US,2022-10-22,Basic,1,4,1,2022-10-22,0,0
CUST_0002097,67,Other,AU,2024-07-25,Standard,3,2,1,2024-07-26,1,0
CUST_0002098,29,Female,UK,2024-03-31,Basic,3,4,1,2024-03-31,0,0
CUST_0002099,25,Male,CA,2025-09-15,Standard,4,3,1,2025-09-15,0,0
CUST_0002100,25,Male,UK,2022-10-08,Standard,2,4,1,2022-10-08,0,0
CUST_0002101,67,Female,DE,2024-12-23,Standard,2,4,1,2024-12-23,0,0
CUST_0002102,45,Female,IN,2022-12-25,Basic,2,3,1,2022-12-25,0,0
CUST_0002103,37,Female,US,2024-10-09,Basic,4,1,1,2024-10-09,0,0
CUST_0002104,64,Female,AU,2025-06-06,Basic,4,4,1,2025-06-06,0,0
CUST_0002105,24,Male,US,2025-06-24,Basic,4,3,1,2025-06-24,0,0
CUST_0002106,28,Female,BR,2025-01-20,Basic,3,2,1,2025-01-20,0,0
CUST_0002107,37,Female,IN,2024-04-26,Standard,3,1,1,2024-04-26,0,0
CUST_0002108,33,Male,US,2023-10-10,Premium,4,3,1,2023-10-12,2,0
CUST_0002109,21,Female,US,2022-01-01,Basic,2,1,1,2022-01-01,0,0
CUST_0002110,23,Male,DE,2022-11-11,Basic,1,3,1,2022-11-11,0,0
CUST_0002111,39,Male,CA,2025-08-07,Premium,2,4,1,2025-08-09,2,0
CUST_0002112,43,Male,IN,2025-06-23,Premium,3,1,1,2025-06-23,0,0
CUST_0002113,20,Male,UK,2025-06-17,Standard,3,4,1,2025-06-17,0,0
CUST_0002114,58,Male,BR,2023-04-26,Basic,2,3,1,2023-04-26,0,0
CUST_0002115,59,Male,UK,2025-07-19,Standard,2,4,1,2025-07-20,1,0
CUST_0002116,31,Female,US,2023-10-16,Standard,3,4,1,2023-10-16,0,0
CUST_0002117,28,Female,CA,2024-04-27,Basic,3,3,1,2024-04-27,0,0
CUST_0002118,35,Male,DE,2024-02-28,Standard,4,4,1,2024-02-28,0,0
CUST_0002119,29,Male,UK,2022-11-10,Standard,1,4,1,2022-11-10,0,0
CUST_0002120,40,Female,US,2022-05-19,Basic,4,4,1,2022-05-20,1,0
CUST_0002121,29,Male,AU,2023-05-13,Standard,4,2,1,2023-05-13,0,0
CUST_0002122,30,Male,BR,2025-09-12,Standard,2,2,1,2025-09-12,0,0
CUST_0002123,42,Female,US,2022-05-01,Standard,2,2,1,2022-05-01,0,0
CUST_0002124,62,Female,AU,2025-11-16,Standard,1,1,0,,48,1
CUST_0002125,68,Female,IN,2023-04-10,Basic,4,4,1,2023-04-10,0,0
CUST_0002126,36,Female,US,2024-09-16,Standard,4,4,1,2024-09-16,0,0
CUST_0002127,63,Male,US,2024-06-28,Standard,3,4,1,2024-06-28,0,0
CUST_0002128,53,Female,IN,2025-04-15,Premium,3,1,1,2025-04-15,0,0
CUST_0002129,62,Male,BR,2022-12-30,Basic,1,1,1,2022-12-30,0,0
CUST_0002130,25,Male,US,2022-06-10,Basic,2,3,1,2022-06-10,0,0
CUST_0002131,46,Male,US,2023-10-26,Premium,3,4,1,2023-10-26,0,0
CUST_0002132,49,Female,US,2024-08-24,Standard,1,3,1,2024-08-24,0,0
CUST_0002133,68,Male,IN,2023-07-04,Premium,4,3,1,2023-07-04,0,0
CUST_0002134,61,Female,US,2025-09-20,Basic,1,1,1,2025-09-20,0,0
CUST_0002135,35,Female,US,2024-12-09,Basic,1,2,1,2024-12-09,0,0
CUST_0002136,23,Male,IN,2024-01-17,Basic,3,1,1,2024-01-17,0,0
CUST_0002137,35,Female,BR,2022-03-30,Premium,3,1,1,2022-03-30,0,0
CUST_0002138,36,Female,UK,2024-06-11,Premium,4,2,1,2024-06-11,0,0
CUST_0002139,39,Female,CA,2023-12-22,Standard,4,2,1,2023-12-22,0,0
CUST_0002140,54,Male,CA,2025-06-02,Basic,4,1,1,2025-06-02,0,0
CUST_0002141,49,Female,CA,2023-01-21,Basic,1,4,1,2023-01-21,0,0
CUST_0002142,58,Male,AU,2025-04-05,Standard,1,3,1,2025-04-05,0,0
CUST_0002143,20,Other,BR,2023-10-16,Standard,3,4,1,2023-10-16,0,0
CUST_0002144,45,Female,US,2022-12-03,Standard,4,3,1,2022-12-03,0,0
CUST_0002145,27,Male,CA,2023-08-13,Basic,3,4,1,2023-08-13,0,0
CUST_0002146,68,Female,UK,2023-03-11,Standard,4,2,1,2023-03-11,0,0
CUST_0002147,52,Female,IN,2025-06-25,Basic,4,4,1,2025-06-25,0,0
CUST_0002148,46,Female,UK,2024-12-03,Standard,3,1,1,2024-12-03,0,0
CUST_0002149,32,Male,DE,2023-05-02,Standard,3,3,1,2023-05-02,0,0
CUST_0002150,50,Male,BR,2022-04-19,Premium,3,3,1,2022-04-19,0,0
CUST_0002151,24,Other,UK,2023-12-01,Standard,4,4,1,2023-12-01,0,0
CUST_0002152,29,Female,DE,2024-12-29,Basic,1,2,1,2024-12-29,0,0
CUST_0002153,66,Female,BR,2023-06-27,Basic,3,1,1,2023-06-27,0,0
CUST_0002154,47,Male,BR,2024-03-15,Premium,3,2,1,2024-03-15,0,0
CUST_0002155,38,Male,AU,2023-11-14,Basic,1,1,1,2023-11-14,0,0
CUST_0002156,48,Female,US,2025-02-06,Basic,1,1,1,2025-02-06,0,0
CUST_0002157,41,Female,US,2023-09-01,Premium,2,1,1,2023-09-01,0,0
CUST_0002158,37,Male,DE,2024-04-18,Standard,3,4,1,2024-04-18,0,0
CUST_0002159,54,Female,BR,2023-07-04,Standard,2,1,1,2023-07-04,0,0
CUST_0002160,21,Female,AU,2022-09-21,Basic,2,1,1,2022-09-21,0,0
CUST_0002161,45,Male,US,2022-10-17,Premium,1,1,1,2022-10-17,0,0
CUST_0002162,61,Male,IN,2022-05-25,Basic,4,3,1,2022-05-25,0,0
CUST_0002163,37,Male,US,2023-06-13,Basic,4,3,1,2023-06-13,0,0
CUST_0002164,41,Female,UK,2022-04-04,Basic,1,4,1,2022-04-04,0,0
CUST_0002165,67,Male,US,2022-12-04,Basic,2,4,1,2022-12-04,0,0
CUST_0002166,66,Male,US,2024-09-25,Premium,2,3,1,2024-09-25,0,0
CUST_0002167,68,Female,US,2024-12-20,Standard,2,3,1,2024-12-20,0,0
CUST_0002168,49,Male,IN,2022-03-19,Standard,2,1,1,2022-03-20,1,0
CUST_0002169,58,Male,CA,2022-04-09,Premium,3,3,1,2022-04-09,0,0
CUST_0002170,53,Male,US,2023-10-08,Basic,2,4,1,2023-10-08,0,0
CUST_0002171,51,Female,US,2024-03-19,Basic,1,4,1,2024-03-19,0,0
CUST_0002172,53,Female,US,2025-08-31,Standard,2,1,1,2025-08-31,0,0
CUST_0002173,19,Male,AU,2025-05-31,Standard,2,2,1,2025-05-31,0,0
CUST_0002174,32,Female,US,2025-04-27,Standard,1,2,1,2025-04-27,0,0
CUST_0002175,51,Female,US,2024-09-02,Basic,2,3,1,2024-09-02,0,0
CUST_0002176,53,Male,DE,2022-11-01,Standard,4,1,1,2022-11-01,0,0
CUST_0002177,23,Male,IN,2024-05-25,Basic,1,3,1,2024-05-25,0,0
CUST_0002178,56,Male,BR,2022-12-22,Basic,3,1,1,2022-12-22,0,0
CUST_0002179,59,Male,IN,2024-02-12,Basic,3,3,1,2024-02-12,0,0
