ticket_id,customer_id,created_date,issue_type,severity,resolution_time_hrs,resolved
TKT_0001523,CUST_002694,2023-08-25,Technical,Low,6.61,1
TKT_0001524,CUST_002694,2024-07-04,Billing,Low,8.68,1
TKT_0001525,CUST_002698,2024-09-22,Technical,Low,5.18,1
TKT_0001526,CUST_002700,2024-02-01,Technical,Medium,14.96,0
TKT_0001527,CUST_002712,2023-10-27,Technical,Low,13.92,1
TKT_0001528,CUST_002712,2023-08-17,Technical,Low,9.08,1
TKT_0001529,CUST_002715,2023-11-19,Technical,Medium,19.07,1
TKT_0001530,CUST_002717,2024-07-31,Technical,Medium,30.67,1
TKT_0001531,CUST_002717,2022-11-06,Billing,Low,9.09,1
TKT_0001532,CUST_002719,2024-03-06,Content,Medium,16.67,1
TKT_0001533,CUST_002721,2023-05-07,Billing,Medium,19.73,1
TKT_0001534,CUST_002723,2024-10-30,Technical,Low,6.85,1
TKT_0001535,CUST_002724,2022-04-20,Billing,Low,14.04,1
TKT_0001536,CUST_002724,2023-02-19,Technical,Medium,25.72,1
TKT_0001537,CUST_002724,2023-10-29,Technical,Low,7.38,1
TKT_0001538,CUST_002725,2022-12-09,Technical,Medium,24.23,1
TKT_0001539,CUST_002726,2024-11-06,Technical,Medium,11.15,1
TKT_0001540,CUST_002727,2023-10-19,Billing,Medium,24.32,1
TKT_0001541,CUST_002729,2024-11-15,Technical,Low,7.91,1
TKT_0001542,CUST_002729,2023-03-19,Technical,Low,7.9,1
TKT_0001543,CUST_002730,2023-04-11,Technical,Medium,21.04,1
TKT_0001544,CUST_002730,2024-10-11,Content,Low,6.42,1
TKT_0001545,CUST_002734,2023-07-16,Technical,Low,11.88,1
TKT_0001546,CUST_002735,2022-01-26,Content,Low,6.8,1
TKT_0001547,CUST_002737,2023-11-17,Technical,High,99.45,0
TKT_0001548,CUST_002740,2024-10-03,Billing,Low,12.62,1
TKT_0001549,CUST_002744,2024-11-12,Technical,Low,5.33,1
TKT_0001550,CUST_002746,2022-05-29,Billing,High,48.65,1
TKT_0001551,CUST_002746,2023-04-05,Billing,Medium,23.51,1
TKT_0001552,CUST_002747,2024-08-03,Billing,Medium,34.04,1
TKT_0001553,CUST_002748,2023-08-21,Technical,Low,6.31,1
TKT_0001554,CUST_002748,2022-10-24,Billing,Low,5.91,1
TKT_0001555,CUST_002751,2024-11-28,Billing,Medium,26.65,1
TKT_0001556,CUST_002755,2022-12-28,Technical,Low,1.22,1
TKT_0001557,CUST_002755,2022-07-18,Content,High,40.6,1
TKT_0001558,CUST_002755,2023-04-26,Content,Medium,29.13,1
TKT_0001559,CUST_002759,2024-01-26,Billing,Medium,31.33,1
TKT_0001560,CUST_002762,2023-04-20,Technical,Medium,20.45,1
TKT_0001561,CUST_002764,2023-06-20,Content,Low,8.46,1
TKT_0001562,CUST_002765,2024-03-10,Content,Medium,20.16,1
TKT_0001563,CUST_002769,2024-03-20,Billing,Low,11.9,1
TKT_0001564,CUST_002772,2022-12-25,Technical,Low,3.63,1
TKT_0001565,CUST_002780,2024-05-26,Billing,Medium,17.46,1
TKT_0001566,CUST_002781,2022-10-06,Technical,Low,7.51,1
TKT_0001567,CUST_002781,2022-02-14,Content,Medium,9.86,1
TKT_0001568,CUST_002782,2023-03-17,Technical,Low,11.01,1
TKT_0001569,CUST_002788,2024-08-27,Technical,Low,9.43,1
TKT_0001570,CUST_002791,2023-03-27,Technical,Medium,19.99,1
TKT_0001571,CUST_002794,2024-04-10,Billing,Medium,34.63,1
TKT_0001572,CUST_002794,2024-09-23,Billing,Low,3.05,1
TKT_0001573,CUST_002796,2024-11-06,Technical,Low,8.65,1
TKT_0001574,CUST_002796,2023-04-29,Billing,Low,0.5,1
TKT_0001575,CUST_002800,2023-11-21,Technical,Low,3.19,1
TKT_0001576,CUST_002802,2022-11-16,Technical,Low,9.31,1
TKT_0001577,CUST_002803,2024-06-16,Technical,Medium,21.84,1
TKT_0001578,CUST_002804,2023-12-19,Technical,Medium,26.93,1
TKT_0001579,CUST_002805,2022-08-08,Technical,High,62.81,1
TKT_0001580,CUST_002807,2023-06-02,Technical,Low,4.72,1
TKT_0001581,CUST_002807,2023-01-01,Technical,Medium,27.11,1
TKT_0001582,CUST_002807,2024-02-02,Billing,Low,11.53,1
TKT_0001583,CUST_002810,2023-10-21,Technical,Medium,7.12,1
TKT_0001584,CUST_002812,2024-05-20,Billing,High,67.67,1
TKT_0001585,CUST_002813,2024-07-13,Billing,Medium,1.0,1
TKT_0001586,CUST_002817,2023-12-02,Billing,Low,9.68,1
TKT_0001587,CUST_002822,2024-01-19,Technical,High,62.68,1
TKT_0001588,CUST_002823,2022-01-18,Content,Low,8.02,1
TKT_0001589,CUST_002824,2024-07-30,Billing,High,79.76,1
TKT_0001590,CUST_002825,2024-12-16,Technical,Medium,18.2,1
TKT_0001591,CUST_002826,2024-01-11,Billing,Medium,30.04,0
TKT_0001592,CUST_002826,2024-07-31,Technical,Medium,20.6,1
TKT_0001593,CUST_002826,2024-07-20,Technical,Low,9.16,1
TKT_0001594,CUST_002826,2024-03-25,Billing,Low,1.65,1
TKT_0001595,CUST_002828,2024-11-26,Billing,High,44.48,1
TKT_0001596,CUST_002829,2024-09-13,Content,Low,7.75,1
TKT_0001597,CUST_002830,2023-04-15,Content,High,20.56,1
TKT_0001598,CUST_002832,2023-01-25,Content,Low,3.34,1
TKT_0001599,CUST_002835,2022-12-14,Billing,Medium,24.91,1
TKT_0001600,CUST_002836,2024-09-08,Technical,Medium,27.65,1
TKT_0001601,CUST_002843,2023-05-22,Technical,Low,9.32,1
TKT_0001602,CUST_002843,2024-01-28,Technical,Medium,28.95,1
TKT_0001603,CUST_002845,2024-06-29,Billing,Low,4.53,0
TKT_0001604,CUST_002845,2022-09-04,Billing,Medium,22.47,1
TKT_0001605,CUST_002846,2023-05-29,Billing,Medium,22.97,1
TKT_0001606,CUST_002849,2023-05-10,Technical,Medium,34.67,1
TKT_0001607,CUST_002849,2024-06-09,Content,High,40.05,1
TKT_0001608,CUST_002851,2022-10-01,Content,Low,12.83,1
TKT_0001609,CUST_002853,2024-07-05,Technical,Low,7.12,1
TKT_0001610,CUST_002854,2022-08-09,Billing,High,55.23,1
TKT_0001611,CUST_002854,2023-10-23,Technical,Medium,28.1,1
TKT_0001612,CUST_002854,2022-01-16,Billing,Medium,30.3,1
TKT_0001613,CUST_002856,2022-02-14,Billing,Medium,30.06,1
TKT_0001614,CUST_002858,2022-09-02,Billing,High,40.96,1
TKT_0001615,CUST_002858,2022-05-30,Technical,Low,11.59,1
TKT_0001616,CUST_002858,2023-11-06,Billing,High,68.03,1
TKT_0001617,CUST_002859,2023-03-17,Technical,High,49.6,1
TKT_0001618,CUST_002860,2024-08-11,Billing,Low,9.29,1
TKT_0001619,CUST_002863,2023-03-20,Content,Medium,38.3,1
TKT_0001620,CUST_002864,2024-03-18,Technical,Low,8.23,1
TKT_0001621,CUST_002867,2022-04-07,Technical,Low,6.47,1
TKT_0001622,CUST_002869,2023-11-14,Content,High,29.22,1
TKT_0001623,CUST_002870,2022-08-19,Technical,Medium,29.09,1
TKT_0001624,CUST_002870,2023-11-23,Technical,Low,7.16,1
TKT_0001625,CUST_002873,2022-08-31,Technical,Medium,25.58,1
TKT_0001626,CUST_002876,2023-06-09,Technical,Low,12.48,1
TKT_0001627,CUST_002876,2022-05-23,Content,Low,7.21,1
TKT_0001628,CUST_002877,2022-06-07,Billing,Medium,17.55,1
TKT_0001629,CUST_002878,2023-08-26,Content,Medium,23.8,1
TKT_0001630,CUST_002880,2022-04-30,Technical,Medium,24.39,1
TKT_0001631,CUST_002880,2024-07-22,Content,Low,11.22,1
TKT_0001632,CUST_002882,2023-09-25,Technical,Medium,16.62,1
TKT_0001633,CUST_002884,2024-08-13,Technical,Low,0.5,1
TKT_0001634,CUST_002890,2023-01-05,Content,Medium,23.06,1
TKT_0001635,CUST_002890,2022-03-26,Technical,Low,7.46,1
TKT_0001636,CUST_002895,2024-09-10,Technical,Low,8.11,1
TKT_0001637,CUST_002895,2023-04-02,Billing,High,37.86,1
TKT_0001638,CUST_002895,2024-01-28,Billing,Low,7.87,1
TKT_0001639,CUST_002896,2024-12-18,Content,Medium,17.89,1
TKT_0001640,CUST_002904,2022-12-05,Technical,Low,8.41,1
TKT_0001641,CUST_002905,2022-02-01,Billing,Medium,20.75,1
TKT_0001642,CUST_002907,2022-03-05,Billing,Low,11.36,1
TKT_0001643,CUST_002910,2024-04-13,Billing,Medium,33.27,1
TKT_0001644,CUST_002912,2022-09-04,Technical,Low,7.76,1
TKT_0001645,CUST_002919,2022-08-10,Technical,Low,7.49,1
TKT_0001646,CUST_002922,2022-08-14,Technical,Medium,22.52,1
TKT_0001647,CUST_002926,2023-03-06,Billing,High,11.54,1
TKT_0001648,CUST_002927,2023-04-24,Billing,High,31.74,1
TKT_0001649,CUST_002930,2023-09-13,Billing,High,40.01,1
TKT_0001650,CUST_002931,2023-03-07,Technical,Low,9.6,0
TKT_0001651,CUST_002933,2024-07-29,Content,High,58.59,1
TKT_0001652,CUST_002934,2023-12-07,Technical,Low,11.62,1
TKT_0001653,CUST_002934,2023-08-14,Technical,Medium,23.77,1
TKT_0001654,CUST_002936,2023-09-30,Technical,Medium,27.59,1
TKT_0001655,CUST_002936,2024-06-18,Technical,High,45.05,1
TKT_0001656,CUST_002939,2022-07-30,Technical,High,71.38,1
TKT_0001657,CUST_002942,2022-07-10,Technical,Medium,32.72,1
TKT_0001658,CUST_002943,2024-04-08,Content,Low,7.6,1
TKT_0001659,CUST_002951,2023-04-04,Content,Medium,41.44,1
TKT_0001660,CUST_002953,2024-05-23,Technical,Low,9.04,1
TKT_0001661,CUST_002956,2024-03-03,Technical,Low,5.61,1
TKT_0001662,CUST_002958,2024-05-29,Technical,Low,9.16,1
TKT_0001663,CUST_002958,2022-01-10,Billing,Medium,22.98,1
TKT_0001664,CUST_002959,2023-06-14,Billing,High,47.81,1
TKT_0001665,CUST_002963,2022-10-15,Technical,Low,8.47,1
TKT_0001666,CUST_002963,2023-08-26,Technical,Medium,23.5,1
TKT_0001667,CUST_002968,2023-03-19,Technical,Low,12.46,0
TKT_0001668,CUST_002971,2024-05-03,Technical,Medium,17.31,1
TKT_0001669,CUST_002971,2022-06-25,Content,Medium,44.99,1
TKT_0001670,CUST_002972,2023-01-27,Billing,Low,7.94,1
TKT_0001671,CUST_002972,2023-11-03,Technical,Medium,37.14,1
TKT_0001672,CUST_002973,2022-03-26,Billing,Low,7.69,1
TKT_0001673,CUST_002975,2024-01-05,Content,Low,8.73,1
TKT_0001674,CUST_002975,2024-07-26,Technical,Low,8.8,0
TKT_0001675,CUST_002976,2022-02-02,Content,Low,11.97,1
TKT_0001676,CUST_002977,2024-05-25,Technical,Low,6.04,1
TKT_0001677,CUST_002978,2023-04-20,Technical,Medium,32.62,1
TKT_0001678,CUST_002979,2022-03-19,Technical,Medium,29.87,1
TKT_0001679,CUST_002980,2022-08-19,Content,Medium,16.01,1
TKT_0001680,CUST_002984,2024-08-01,Content,Low,2.09,1
TKT_0001681,CUST_002986,2024-04-23,Technical,Low,9.45,1
TKT_0001682,CUST_002986,2022-11-08,Technical,Low,4.41,0
TKT_0001683,CUST_002986,2022-09-18,Content,Low,8.08,1
TKT_0001684,CUST_002987,2024-12-28,Technical,Medium,17.89,1
TKT_0001685,CUST_002989,2023-06-09,Technical,Medium,21.82,1
TKT_0001686,CUST_002991,2024-06-24,Technical,Low,10.5,1
TKT_0001687,CUST_002992,2022-12-18,Technical,Medium,27.85,1
TKT_0001688,CUST_002992,2023-07-14,Technical,Low,13.79,1
TKT_0001689,CUST_003002,2024-09-15,Billing,Medium,20.51,1
TKT_0001690,CUST_003003,2022-09-03,Technical,Low,6.01,1
TKT_0001691,CUST_003008,2022-10-05,Technical,High,33.42,1
TKT_0001692,CUST_003010,2022-10-21,Technical,Medium,14.53,0
TKT_0001693,CUST_003011,2024-12-25,Technical,Medium,23.28,1
TKT_0001694,CUST_003012,2023-07-25,Technical,Medium,21.46,1
TKT_0001695,CUST_003013,2023-07-18,Billing,Medium,28.34,1
TKT_0001696,CUST_003013,2022-02-28,Technical,Low,5.21,1
TKT_0001697,CUST_003015,2023-03-20,Billing,Medium,23.56,1
TKT_0001698,CUST_003018,2022-10-03,Technical,High,43.82,1
TKT_0001699,CUST_003021,2022-11-06,Content,High,31.14,1
TKT_0001700,CUST_003022,2023-12-21,Content,Low,11.32,1
TKT_0001701,CUST_003023,2024-07-05,Technical,Low,8.23,1
TKT_0001702,CUST_003025,2023-07-04,Technical,Medium,27.81,1
TKT_0001703,CUST_003026,2023-06-07,Content,Low,5.64,1
TKT_0001704,CUST_003027,2022-02-15,Technical,Low,7.88,1
TKT_0001705,CUST_003029,2022-12-18,Technical,Low,9.53,1
TKT_0001706,CUST_003029,2022-04-02,Technical,Low,8.83,1
TKT_0001707,CUST_003030,2023-12-29,Technical,Low,7.29,1
TKT_0001708,CUST_003031,2023-02-15,Billing,Low,9.78,1
TKT_0001709,CUST_003032,2024-04-27,Billing,Low,11.33,1
TKT_0001710,CUST_003033,2023-09-08,Technical,Medium,28.79,1
TKT_0001711,CUST_003044,2024-12-18,Technical,Low,6.31,1
TKT_0001712,CUST_003044,2022-10-09,Content,Medium,20.07,1
TKT_0001713,CUST_003045,2022-06-02,Billing,Medium,16.94,1
TKT_0001714,CUST_003048,2024-02-10,Billing,Medium,27.79,1
TKT_0001715,CUST_003050,2023-12-02,Technical,Low,8.27,1
TKT_0001716,CUST_003052,2024-10-27,Billing,Low,3.61,1
TKT_0001717,CUST_003053,2023-06-04,Technical,Low,7.79,1
TKT_0001718,CUST_003054,2022-01-12,Content,Medium,20.17,1
TKT_0001719,CUST_003057,2024-09-05,Technical,Low,8.62,1
TKT_0001720,CUST_003058,2024-03-10,Technical,Low,6.48,1
TKT_0001721,CUST_003059,2024-04-30,Billing,Medium,25.28,1
TKT_0001722,CUST_003059,2022-10-23,Technical,Medium,30.36,1
TKT_0001723,CUST_003060,2022-12-03,Billing,Medium,24.28,1
TKT_0001724,CUST_003060,2022-11-28,Billing,Low,7.29,1
TKT_0001725,CUST_003061,2022-03-19,Technical,Low,9.48,1
TKT_0001726,CUST_003065,2024-05-06,Billing,High,40.96,1
TKT_0001727,CUST_003065,2022-10-08,Technical,High,39.71,1
TKT_0001728,CUST_003066,2023-09-12,Technical,Low,3.83,1
TKT_0001729,CUST_003069,2024-10-04,Technical,Low,10.83,1
TKT_0001730,CUST_003070,2023-03-25,Billing,Low,9.67,1
TKT_0001731,CUST_003073,2023-12-20,Content,Low,1.75,1
TKT_0001732,CUST_003073,2022-01-23,Technical,Low,8.21,1
TKT_0001733,CUST_003074,2022-04-30,Billing,Medium,27.42,1
TKT_0001734,CUST_003076,2022-04-23,Technical,Low,9.41,1
TKT_0001735,CUST_003077,2022-08-15,Content,Low,2.71,1
TKT_0001736,CUST_003080,2024-06-29,Technical,Medium,25.22,1
TKT_0001737,CUST_003086,2023-01-02,Technical,Low,10.27,1
TKT_0001738,CUST_003087,2023-02-15,Technical,Low,7.32,1
TKT_0001739,CUST_003090,2022-06-16,Technical,Low,8.99,1
TKT_0001740,CUST_003090,2022-01-15,Billing,Medium,26.16,1
TKT_0001741,CUST_003091,2022-02-05,Technical,Medium,19.31,1
TKT_0001742,CUST_003091,2023-03-03,Billing,Low,7.13,1
TKT_0001743,CUST_003094,2024-03-06,Billing,High,19.76,0
TKT_0001744,CUST_003095,2024-05-08,Technical,Low,7.3,1
TKT_0001745,CUST_003095,2023-07-30,Technical,Low,9.58,1
TKT_0001746,CUST_003096,2023-05-28,Content,Low,5.72,1
TKT_0001747,CUST_003096,2023-09-29,Billing,Medium,17.77,1
TKT_0001748,CUST_003100,2022-09-02,Technical,Low,5.57,1
TKT_0001749,CUST_003103,2024-07-15,Content,Low,11.5,1
TKT_0001750,CUST_003104,2023-03-23,Billing,Low,9.17,1
TKT_0001751,CUST_003105,2024-03-08,Billing,Medium,14.4,1
TKT_0001752,CUST_003108,2022-11-18,Technical,Medium,20.7,1
TKT_0001753,CUST_003111,2023-08-17,Billing,Low,5.99,1
TKT_0001754,CUST_003114,2024-01-02,Technical,Medium,32.32,1
TKT_0001755,CUST_003116,2023-11-11,Technical,Medium,20.59,1
TKT_0001756,CUST_003121,2024-06-23,Billing,Low,5.23,1
TKT_0001757,CUST_003122,2022-12-22,Content,High,74.97,1
TKT_0001758,CUST_003123,2022-03-02,Technical,Low,4.4,1
TKT_0001759,CUST_003124,2022-07-27,Billing,High,37.31,1
TKT_0001760,CUST_003124,2023-01-08,Billing,High,31.1,1
TKT_0001761,CUST_003136,2022-02-14,Technical,Medium,20.55,1
TKT_0001762,CUST_003138,2022-03-06,Billing,High,70.2,0
TKT_0001763,CUST_003138,2024-12-13,Billing,Medium,13.09,1
TKT_0001764,CUST_003139,2022-02-13,Content,Medium,14.44,1
TKT_0001765,CUST_003141,2022-12-13,Content,Low,8.18,1
TKT_0001766,CUST_003141,2022-11-30,Content,Medium,28.33,1
TKT_0001767,CUST_003142,2024-11-25,Technical,Low,5.83,1
TKT_0001768,CUST_003142,2022-05-16,Billing,Low,2.42,1
TKT_0001769,CUST_003143,2024-04-14,Technical,High,40.07,1
TKT_0001770,CUST_003144,2022-06-02,Technical,Medium,32.91,1
TKT_0001771,CUST_003144,2024-12-15,Technical,Low,7.67,1
TKT_0001772,CUST_003147,2023-01-29,Billing,Medium,19.37,1
TKT_0001773,CUST_003150,2024-02-26,Content,Low,7.72,1
TKT_0001774,CUST_003150,2024-09-24,Billing,Low,6.92,1
TKT_0001775,CUST_003157,2022-02-17,Technical,Medium,19.69,1
TKT_0001776,CUST_003158,2024-12-31,Technical,Medium,4.1,1
TKT_0001777,CUST_003164,2022-10-28,Technical,Low,8.1,1
TKT_0001778,CUST_003166,2022-04-25,Billing,Medium,32.3,1
TKT_0001779,CUST_003166,2024-07-10,Technical,High,48.48,1
TKT_0001780,CUST_003167,2024-01-05,Billing,Medium,38.35,1
TKT_0001781,CUST_003167,2023-10-18,Technical,Medium,30.62,1
TKT_0001782,CUST_003167,2022-11-01,Billing,Low,7.66,0
TKT_0001783,CUST_003171,2023-02-17,Technical,High,87.34,1
TKT_0001784,CUST_003175,2023-09-29,Technical,High,67.61,1
TKT_0001785,CUST_003177,2022-04-19,Billing,Low,11.96,1
TKT_0001786,CUST_003180,2023-07-22,Billing,Low,9.97,1
TKT_0001787,CUST_003180,2023-10-27,Technical,Low,8.95,1
TKT_0001788,CUST_003180,2022-07-31,Billing,Medium,18.18,1
TKT_0001789,CUST_003181,2022-05-02,Billing,Low,12.13,1
TKT_0001790,CUST_003181,2022-07-23,Technical,Medium,24.58,1
TKT_0001791,CUST_003181,2024-09-10,Technical,High,31.98,1
TKT_0001792,CUST_003185,2023-08-20,Technical,Medium,26.77,1
TKT_0001793,CUST_003185,2024-07-25,Technical,Low,1.53,1
TKT_0001794,CUST_003186,2024-02-18,Technical,Low,9.57,1
TKT_0001795,CUST_003189,2022-06-21,Technical,Medium,25.13,1
TKT_0001796,CUST_003192,2022-10-22,Content,Low,9.58,1
TKT_0001797,CUST_003192,2023-12-16,Technical,Low,14.44,1
TKT_0001798,CUST_003193,2023-07-23,Technical,Medium,4.4,1
TKT_0001799,CUST_003196,2023-11-07,Content,Medium,24.23,1
TKT_0001800,CUST_003198,2022-11-10,Billing,High,2.08,1
TKT_0001801,CUST_003199,2023-03-27,Billing,Low,7.62,1
TKT_0001802,CUST_003199,2023-04-28,Technical,Low,8.04,1
TKT_0001803,CUST_003199,2023-07-28,Content,Low,4.81,1
TKT_0001804,CUST_003204,2022-05-24,Technical,Medium,26.71,1
TKT_0001805,CUST_003206,2023-05-20,Billing,Medium,33.3,1
TKT_0001806,CUST_003214,2023-03-05,Technical,Low,7.57,1
TKT_0001807,CUST_003215,2024-02-22,Technical,Medium,29.51,1
TKT_0001808,CUST_003215,2024-02-06,Content,Low,7.64,1
TKT_0001809,CUST_003215,2022-10-17,Content,Low,6.15,1
TKT_0001810,CUST_003219,2024-11-26,Content,Low,9.97,1
TKT_0001811,CUST_003220,2023-05-18,Technical,Medium,22.53,1
TKT_0001812,CUST_003220,2024-04-30,Content,Medium,33.72,1
TKT_0001813,CUST_003220,2023-01-27,Billing,Low,9.6,1
TKT_0001814,CUST_003220,2022-11-25,Billing,Low,11.22,1
TKT_0001815,CUST_003223,2023-10-05,Billing,Low,8.82,1
TKT_0001816,CUST_003223,2022-04-12,Billing,Low,10.77,1
TKT_0001817,CUST_003225,2023-05-13,Technical,Low,8.57,1
TKT_0001818,CUST_003227,2023-08-05,Technical,Medium,37.77,1
TKT_0001819,CUST_003228,2023-07-04,Content,Low,5.43,1
TKT_0001820,CUST_003229,2023-01-07,Content,Low,9.92,1
TKT_0001821,CUST_003230,2024-01-06,Content,Low,3.34,1
TKT_0001822,CUST_003236,2024-11-20,Technical,Low,9.32,1
TKT_0001823,CUST_003239,2023-05-19,Technical,Medium,20.79,1
TKT_0001824,CUST_003239,2024-05-13,Technical,Low,8.3,1
TKT_0001825,CUST_003240,2023-07-25,Content,Low,5.74,1
TKT_0001826,CUST_003245,2022-05-17,Content,Medium,28.82,1
TKT_0001827,CUST_003246,2023-09-23,Billing,Medium,20.01,1
TKT_0001828,CUST_003249,2022-07-21,Technical,Low,13.57,1
TKT_0001829,CUST_003250,2022-03-13,Technical,High,42.91,1
TKT_0001830,CUST_003250,2023-06-30,Technical,Low,8.13,1
TKT_0001831,CUST_003251,2022-02-23,Content,Low,4.71,1
TKT_0001832,CUST_003251,2023-10-25,Technical,Low,6.57,1
TKT_0001833,CUST_003253,2024-10-20,Billing,Low,1.01,1
TKT_0001834,CUST_003256,2024-11-07,Technical,Low,6.33,1
TKT_0001835,CUST_003256,2023-09-12,Technical,Low,8.6,1
TKT_0001836,CUST_003257,2023-02-05,Billing,Medium,16.48,1
TKT_0001837,CUST_003260,2024-07-14,Technical,Low,7.89,1
TKT_0001838,CUST_003261,2024-12-15,Content,Medium,33.19,1
TKT_0001839,CUST_003263,2024-12-16,Content,Low,11.4,1
TKT_0001840,CUST_003269,2024-01-05,Technical,Medium,30.23,1
TKT_0001841,CUST_003270,2023-09-20,Technical,High,88.81,1
TKT_0001842,CUST_003271,2023-09-20,Technical,Low,11.24,1
TKT_0001843,CUST_003272,2023-04-04,Technical,Medium,11.23,1
TKT_0001844,CUST_003275,2024-10-05,Content,Medium,26.03,1
TKT_0001845,CUST_003275,2024-11-12,Billing,High,41.29,1
TKT_0001846,CUST_003276,2024-02-10,Technical,Low,10.23,1
TKT_0001847,CUST_003278,2022-09-13,Content,Low,7.5,1
TKT_0001848,CUST_003280,2023-08-24,Technical,Medium,8.67,1
TKT_0001849,CUST_003287,2022-12-03,Technical,Medium,25.47,1
TKT_0001850,CUST_003288,2022-06-03,Billing,Medium,32.66,1
TKT_0001851,CUST_003288,2023-11-01,Billing,Low,7.16,1
TKT_0001852,CUST_003288,2022-01-25,Billing,High,46.85,1
TKT_0001853,CUST_003289,2023-05-24,Technical,High,22.35,1
TKT_0001854,CUST_003289,2022-12-14,Billing,Medium,23.28,1
TKT_0001855,CUST_003292,2024-01-08,Technical,Medium,13.8,1
TKT_0001856,CUST_003292,2023-06-20,Technical,Low,7.46,1
TKT_0001857,CUST_003293,2024-01-13,Billing,Low,9.82,1
TKT_0001858,CUST_003294,2023-10-10,Billing,Low,6.44,1
TKT_0001859,CUST_003295,2024-03-10,Technical,Low,5.52,1
TKT_0001860,CUST_003297,2023-01-06,Billing,Medium,31.69,1
TKT_0001861,CUST_003297,2024-03-07,Billing,High,40.69,1
TKT_0001862,CUST_003299,2023-05-09,Technical,Medium,27.25,1
TKT_0001863,CUST_003300,2022-09-11,Billing,Medium,24.43,1
TKT_0001864,CUST_003301,2024-11-26,Technical,Low,14.29,1
TKT_0001865,CUST_003303,2022-08-16,Content,Medium,19.27,1
TKT_0001866,CUST_003304,2023-03-09,Technical,Low,8.92,1
TKT_0001867,CUST_003310,2022-01-23,Technical,Low,10.35,1
TKT_0001868,CUST_003311,2022-04-09,Technical,Medium,11.9,1
TKT_0001869,CUST_003312,2023-11-14,Technical,Medium,31.42,1
TKT_0001870,CUST_003318,2024-08-12,Billing,Low,6.74,1
TKT_0001871,CUST_003321,2024-11-28,Content,Low,9.3,1
TKT_0001872,CUST_003322,2024-02-19,Billing,High,40.4,1
TKT_0001873,CUST_003324,2023-04-30,Technical,Low,9.93,1
TKT_0001874,CUST_003324,2023-06-04,Technical,Low,9.43,1
TKT_0001875,CUST_003325,2022-09-09,Content,Low,5.04,1
TKT_0001876,CUST_003325,2022-11-29,Content,Low,8.06,1
TKT_0001877,CUST_003326,2024-11-01,Billing,Low,5.05,1
TKT_0001878,CUST_003327,2022-06-28,Content,Low,4.64,1
TKT_0001879,CUST_003327,2022-03-08,Content,Low,8.18,1
TKT_0001880,CUST_003327,2024-10-01,Billing,Low,9.84,1
TKT_0001881,CUST_003329,2023-11-11,Billing,High,55.16,1
TKT_0001882,CUST_003331,2024-06-18,Technical,Low,7.67,1
TKT_0001883,CUST_003332,2023-06-20,Technical,Low,6.22,1
TKT_0001884,CUST_003334,2023-10-01,Technical,Medium,40.67,1
TKT_0001885,CUST_003334,2022-07-30,Technical,Low,3.59,1
TKT_0001886,CUST_003336,2024-03-04,Technical,High,55.18,1
TKT_0001887,CUST_003337,2024-11-29,Technical,High,60.19,1
TKT_0001888,CUST_003338,2023-03-07,Technical,Low,6.56,1
TKT_0001889,CUST_003338,2024-08-12,Technical,Low,10.1,1
TKT_0001890,CUST_003341,2022-10-25,Technical,High,40.29,1
TKT_0001891,CUST_003343,2022-06-17,Content,Low,7.75,1
TKT_0001892,CUST_003346,2024-05-06,Technical,Medium,17.41,1
TKT_0001893,CUST_003346,2022-02-10,Technical,Low,10.95,1
TKT_0001894,CUST_003346,2022-03-27,Content,Medium,30.2,1
TKT_0001895,CUST_003347,2022-06-22,Content,Low,7.41,1
TKT_0001896,CUST_003348,2023-10-03,Billing,Low,8.46,0
TKT_0001897,CUST_003350,2023-04-21,Technical,High,33.14,1
TKT_0001898,CUST_003350,2022-02-06,Billing,High,35.82,1
TKT_0001899,CUST_003350,2023-02-18,Technical,Low,8.73,1
TKT_0001900,CUST_003352,2023-03-23,Billing,Low,8.29,1
TKT_0001901,CUST_003353,2023-10-17,Content,Medium,23.11,1
TKT_0001902,CUST_003355,2022-03-26,Billing,Medium,22.63,1
TKT_0001903,CUST_003366,2022-04-30,Technical,Low,7.13,1
TKT_0001904,CUST_003366,2023-08-14,Technical,Medium,19.52,1
TKT_0001905,CUST_003367,2024-02-16,Technical,Low,15.62,1
TKT_0001906,CUST_003367,2024-09-17,Billing,Low,10.96,1
TKT_0001907,CUST_003371,2023-05-08,Billing,Low,9.99,1
TKT_0001908,CUST_003372,2024-08-03,Billing,Low,11.1,1
TKT_0001909,CUST_003372,2022-01-14,Technical,Low,6.77,1
TKT_0001910,CUST_003373,2022-10-30,Content,Low,9.23,1
TKT_0001911,CUST_003373,2024-02-25,Billing,Medium,27.31,1
TKT_0001912,CUST_003373,2023-02-22,Content,Low,4.82,1
TKT_0001913,CUST_003377,2024-04-02,Billing,Low,7.87,1
TKT_0001914,CUST_003379,2024-01-12,Billing,Low,12.43,1
TKT_0001915,CUST_003387,2022-05-19,Billing,Low,9.43,1
TKT_0001916,CUST_003390,2022-07-14,Technical,High,53.61,0
TKT_0001917,CUST_003391,2023-11-28,Technical,Low,10.87,1
TKT_0001918,CUST_003391,2023-10-31,Technical,Low,10.29,1
TKT_0001919,CUST_003393,2023-09-12,Technical,High,50.13,1
TKT_0001920,CUST_003394,2024-01-14,Technical,Low,6.95,1
